OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
78,,JOHN DEERE/ DEERE AND COMPANY,,Other,,4000,Monday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,6/17/2019 5:00:00 AM,6/17/2019 5:00:00 AM,2019,"545 E OF ROYDON PL, WEST HUNT CLUB RD",West,5050130.01,Night,Sean Devine,900,300,-75.7135256134136,45.3393648822174
79,2017,LAND ROVER,,Automobile,GRY,,Tuesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/18/2019 5:00:00 AM,6/18/2019 5:00:00 AM,2019,"HOBIN ST, RENSHAW AVE",West,5050151.04,Afternoon,Glen Gower,1400,1400,-75.9351707995651,45.2624504279726
80,2013,"TOYOTA/ TOYOTA MOTOR CO., LTD.",VENZA,Automobile,GRY,,Tuesday,Y,Navan - Carlsbad Springs,Ward 19 - Orléans South-Navan,Sector 37,6/18/2019 5:00:00 AM,6/18/2019 5:00:00 AM,2019,"METEOR AVE, SMITH RD",East,5050171.03,Morning,Catherine Kitts,1100,1100,-75.4352617365025,45.4188186857353
81,2018,CHEVROLET,MALIBU,Automobile,BLK,,Tuesday,Y,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,6/18/2019 5:00:00 AM,6/18/2019 5:00:00 AM,2019,"PRINCE OF WALES DR,HOG'S BACK RD,MEADOWLANDS DR",West,5050020.01,Evening,Riley Brockington,200,1800,-75.7011944456777,45.3683819696951
82,2006,HYUNDAI,ELANTRA,Automobile,BLU,,Sunday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,6/18/2019 5:00:00 AM,6/16/2019 5:00:00 AM,2019,"CRAMER DR, LAMBERT DR",West,5050135.02,Morning,Sean Devine,200,1100,-75.7890118352656,45.3289633571977
83,2007,HYUNDAI,TUCSON,Suv,RED,,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/19/2019 5:00:00 AM,6/18/2019 5:00:00 AM,2019,"BAY ST, MCLEOD ST",Central,5050039.00,Evening,Ariel Troster,800,2100,-75.6989116968612,45.4090855381729
84,2006,LEXUS,RX300,Suv,BGE,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/21/2019 5:00:00 AM,6/20/2019 5:00:00 AM,2019,"ROLLING RIVER CRES, SHORELINE DR",East,5050126.05,Evening,Steve Desroches,1000,2000,-75.694549323618,45.2760926799114
85,2015,BMW,,Automobile,BLK,,Saturday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/22/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"SHINLEAF CRES, TOURNESOLS, COUR DES",East,5050125.06,Night,Catherine Kitts,200,200,-75.5112506750717,45.4354817933031
86,2014,SUBARU,CROSSTREK,Automobile,GRY,28000,Friday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,6/22/2019 5:00:00 AM,6/21/2019 5:00:00 AM,2019,"HINTONBURG PL, HINTONBURG PL",Central,5050046.00,Evening,Jeff Leiper,900,2100,-75.7206144758253,45.407927074493
87,2016,CADILLAC,,Suv,BLK,,Saturday,Y,Greely,Ward 20 - Osgoode,Sector 36,6/22/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"LAKES PARK DR, THUNDERBIRD DR",East,5050190.02,Night,George Darouze,900,400,-75.5792458554657,45.2696654713568
88,2008,NISSAN,ROGUE,Suv,RED,,Saturday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/23/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"SHORELINE DR, WILD SHORE CRES",East,5050126.05,Evening,Steve Desroches,900,1800,-75.696659953518,45.2725314506676
89,2013,HYUNDAI,SONATA,Automobile,WHI,,Saturday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,6/23/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"BELCOURT BLVD, LEBLANC DR, BARSONA PL",East,5050125.05,Evening,Laura Dudas,600,2200,-75.5200727119903,45.4686924709987
90,2017,HYUNDAI,,Automobile,GRY,,Sunday,Y,Metcalfe,Ward 20 - Osgoode,Sector 36,6/23/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"NOVA LUX WAY, VAN RENS ST",East,5050190.01,Afternoon,George Darouze,200,1400,-75.4594487757117,45.233707206938
91,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,WHI,,Sunday,Y,West Centertown,Ward 14 - Somerset,Sector 22,6/24/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"GLADSTONE AVE, CAMBRIDGE ST E",Central,5050042.00,Evening,Ariel Troster,700,2000,-75.7045281305694,45.4074833342849
92,,,,Other,WHI,,Monday,N,Riverside Park,Ward 16 - River,Sector 34,6/24/2019 5:00:00 AM,6/24/2019 5:00:00 AM,2019,"RIVERSIDE DR, BROOKFIELD RD, HOG'S BACK RD",East,5050003.00,Evening,Riley Brockington,200,2100,-75.6909683561865,45.3730707707885
93,,,,Other,BLK,300,Saturday,N,Carlington,Ward 16 - River,Sector 21,6/24/2019 5:00:00 AM,6/22/2019 5:00:00 AM,2019,"CHATELAIN AVE, LARKIN ST",Central,5050022.00,Evening,Riley Brockington,800,1800,-75.7389229419621,45.3758750325747
94,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,53786,Monday,N,Stittsville,Ward 6 - Stittsville,Sector 13,6/24/2019 5:00:00 AM,6/24/2019 5:00:00 AM,2019,"HWY417 IC142 RAMP52, PALLADIUM DR",West,5050300.00,Morning,Glen Gower,1000,1000,-75.9357958419521,45.2920873028851
95,2002,SUBARU,WRX,Automobile,BLK,,Tuesday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,6/25/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"RICHELIEU AVE, ALTHA AVE",Central,5050102.00,Night,Stéphanie Plante,300,300,-75.6577969661148,45.4351107802527
96,2005,PONTIAC,SUNFIRE,Automobile,SIL,3000,Tuesday,Y,Centrepointe,Ward 8 - College,Sector 15,6/25/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"NAVAHO DR, WOODROFFE AVE, TRANSITWAY N BASELINE ST",West,5050137.05,Afternoon,Laine Johnson,1600,1400,-75.7610098437754,45.3489815070015
97,2012,MERCEDES-BENZ,,Automobile,BLK,23000,Tuesday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,6/26/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"NAVAN RD , MER BLEUE RD W",East,5050125.06,Evening,Catherine Kitts,1100,1800,-75.4878119289966,45.4257317431437
98,,,,Other,,,Tuesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,6/26/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"HALLDORSON CRES N, KNUDSON DR N",West,5050160.07,Evening,Cathy Curry,800,2200,-75.9104418013486,45.3247773631505
99,1967,,,Automobile,RED,,Wednesday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,6/26/2019 5:00:00 AM,6/26/2019 5:00:00 AM,2019,"CARLING AVE, DOANE ST",West,5050029.00,Evening,Theresa Kavanagh,200,2300,-75.8019024219085,45.3565341030164
100,2016,BMW,,Automobile,BLK,,Wednesday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/26/2019 5:00:00 AM,6/26/2019 5:00:00 AM,2019,"JAMES NAISMITH DR, TELESAT CRT",East,5050122.02,Morning,Tim Tierney,1000,1000,-75.6063192202469,45.4285166844069
101,2014,,,Atv (4 Wheeler),GRY,,Tuesday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,6/26/2019 5:00:00 AM,6/25/2019 5:00:00 AM,2019,"CENOTE RD, MAYORS WAY",East,5050190.02,Evening,George Darouze,800,1900,-75.5318931157213,45.2500044998238
102,1993,CHEVROLET,C/K 1500,Suv,DGR,,Friday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,6/28/2019 5:00:00 AM,6/28/2019 5:00:00 AM,2019,"PLEASANT PARK RD, ST. LAURENT BLVD",East,5050010.00,Afternoon,Marty Carr,1900,1500,-75.6212692100675,45.3957192102782
103,2008,CHEVROLET,SILVERADO,Truck,BLK,,Thursday,Y,Constance Bay,Ward 5 - West Carleton-March,Sector 11,6/28/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"FIRESIDE DR, LEN PURCELL DR",West,5050302.00,Evening,Clarke Kelly,700,2000,-76.0864777532712,45.5026431776189
104,2004,MANAC INC.,,Trailer,WHI,,Monday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,6/28/2019 5:00:00 AM,6/24/2019 5:00:00 AM,2019,"HUMBER PL, SHEFFIELD RD",East,5050011.01,Morning,Marty Carr,200,700,-75.6050290939754,45.4023772664517
105,2018,LAND ROVER,RANGE ROVER,Suv,BLK,,Wednesday,Y,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,6/28/2019 5:00:00 AM,5/22/2019 5:00:00 AM,2019,"KENILWORTH ST, MACFARLANE AVE",Central,5050034.00,,Jeff Leiper,1400,,-75.723528087841,45.3952266064061
106,2008,ACURA,MDX,Automobile,GRY,12000,Thursday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,6/29/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"LIGHTFOOT PL, LOMBARDO DR",West,5050160.04,Afternoon,Allan Hubley,800,1700,-75.8854188113801,45.3030662953592
107,,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,SIL,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,6/30/2019 5:00:00 AM,6/29/2019 5:00:00 AM,2019,"BAY ST, QUEEN ST",Central,5050048.00,Evening,Ariel Troster,1200,2300,-75.7065276017076,45.4180833791392
108,2015,SUBARU,WRX,Automobile,SIL,,Wednesday,Y,Iris,Ward 8 - College,Sector 15,6/30/2019 5:00:00 AM,7/18/2018 5:00:00 AM,2019,"ADIRONDACK DR, TECUMSEH ST",West,5050026.00,Afternoon,Laine Johnson,200,1200,-75.7670265051068,45.3550108024504
109,2018,DODGE,,Van,WHI,,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/30/2019 5:00:00 AM,6/30/2019 5:00:00 AM,2019,"SPARKMAN AVE N, MONTMORENCY WAY",East,5050171.09,Night,Catherine Kitts,500,500,-75.4779557919807,45.4479962348101
110,2012,LAND ROVER,,Suv,WHI,,Wednesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/1/2019 5:00:00 AM,6/26/2019 5:00:00 AM,2019,"ALBION RD, QUINN RD, FENTON RD",East,5050126.03,,Steve Desroches,1900,,-75.6220727767649,45.3175142090726
111,2007,KAWASAKI MOTORS CORP. / SNOJET,,Motorcycle,BLK,,Sunday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,7/1/2019 5:00:00 AM,6/30/2019 5:00:00 AM,2019,"JOHN QUINN RD, MITCH OWENS RD",East,5050190.01,Afternoon,George Darouze,1100,1600,-75.5336733602343,45.2951696479737
112,2010,GENERAL MOTORS CORP.,,Automobile,GRY,12000,Sunday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,7/1/2019 5:00:00 AM,6/30/2019 5:00:00 AM,2019,"BANK ST, COLLINS AVE, WILDWOOD AVE",East,5050005.00,Evening,Marty Carr,1000,1900,-75.6668294878476,45.3771753854333
113,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Monday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,7/1/2019 5:00:00 AM,7/1/2019 5:00:00 AM,2019,"ELLA ST, GORDON ST",Central,5050019.00,Night,Shawn Menard,1000,0,-75.695470331595,45.3977230183046
114,2013,FORD,F150,Truck,WHI,,Tuesday,Y,Pierces Corners,Ward 21 - Rideau-Jock,Sector 12,7/2/2019 5:00:00 AM,7/2/2019 5:00:00 AM,2019,"ROGER STEVENS DR, MALAKOFF RD",West,5050200.01,Evening,David Brown,1900,1900,-75.7702746322423,45.1028000257372
115,2018,HYUNDAI,ELANTRA,Automobile,WHI,21000,Wednesday,Y,Orléans Central,Ward 1 - Orléans East-Cumberland,Sector 31,7/3/2019 5:00:00 AM,7/3/2019 5:00:00 AM,2019,"CENTRUM BLVD, 60M EAST OF BRISEBOIS CRES",East,5050170.10,Afternoon,Matthew Luloff,1800,1600,-75.5112359803285,45.4801369011072
116,,,,Other,,,Thursday,Y,Greenbelt - Mer Bleue,Ward 2 - Orléans West-Innes,Sector 31,7/4/2019 5:00:00 AM,7/4/2019 5:00:00 AM,2019,"REGIONAL RD 174 WB, TRANSITWAY - BLAIR RD",East,5050125.03,Evening,Laura Dudas,1800,1800,-75.5957418665954,45.4367507281421
117,2009,KUBOTA TRACTOR CORP.,,Other,ONG,,Thursday,N,Richmond,Ward 21 - Rideau-Jock,Sector 12,7/4/2019 5:00:00 AM,7/4/2019 5:00:00 AM,2019,"GARVIN RD, JOY'S RD E",West,5050151.03,Morning,David Brown,900,900,-75.8689457925961,45.1916194266589
118,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,BLK,,Thursday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,7/5/2019 5:00:00 AM,7/4/2019 5:00:00 AM,2019,"FAIRBANKS AVE, FROST AVE",East,5050006.00,Evening,Marty Carr,400,2300,-75.6566217197002,45.3955800022153
119,2005,DODGE,CARAVAN,Van,RED,,Friday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/6/2019 5:00:00 AM,7/5/2019 5:00:00 AM,2019,"VALLEY DR, DAKOTA AVE, FOLEY AVE",East,5050008.00,Afternoon,Marty Carr,1900,1500,-75.6200327743021,45.390141936664
120,2021,CADILLAC,,Suv,BLK,,Saturday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/6/2019 5:00:00 AM,7/6/2019 5:00:00 AM,2019,"MATTINGLY WAY, SOUTHBRIDGE ST",East,5050126.04,Night,Steve Desroches,1200,200,-75.6983797335172,45.267913263167
121,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,59000,Friday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/6/2019 5:00:00 AM,7/5/2019 5:00:00 AM,2019,"ELLEN AVE, HAIG DR",East,5050008.00,Evening,Marty Carr,1200,2100,-75.6364649246463,45.3931976917538
122,2007,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,GRY,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/7/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"O'CONNOR ST, SOMERSET ST",Central,5050037.00,Morning,Ariel Troster,1100,1100,-75.694339197634,45.4161983135916
123,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,29498,Monday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CROWNHILL ST, LEROY ST W",East,5050121.01,Night,Tim Tierney,800,100,-75.6067740575895,45.4371556077842
124,2011,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,WHI,,Monday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"BUCHANAN CRES, WOODWAY AVE",East,5050120.03,,Tim Tierney,900,,-75.6113588307341,45.4614127289879
125,2011,HYUNDAI,ELANTRA,Automobile,GRY,1000,Sunday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,7/8/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"BRIDLEWOOD DR, SPEERS CRES E",West,5050161.03,Afternoon,Allan Hubley,900,1700,-75.8626464931632,45.2949235220512
126,2015,VOLKSWAGEN,,Automobile,WHI,,Sunday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/8/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"LYON ST N, NEPEAN ST",Central,5050040.00,Afternoon,Ariel Troster,800,1500,-75.702261898666,45.4155605139883
127,,,,Other,BLU,,Monday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CUMBERLAND ST, GEORGE ST",Central,5050054.00,,Stéphanie Plante,1600,,-75.6881536103143,45.4287886113007
128,1995,GENERAL MOTORS CORP.,SIERRA,Automobile,GRY,,Monday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,7/8/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"BANK ST, JOHNSTON RD, TRANSITWAY - GREENBORO",East,5050001.04,Afternoon,Jessica Bradley,1700,1700,-75.6568831147307,45.3603698014799
129,2017,FORD,F150,Truck,BLU,42000,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,7/9/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"SOUTH ST, THIRD ST",East,5050170.10,Evening,Matthew Luloff,1300,1800,-75.4928335784894,45.487298414444
130,2018,LEXUS,,Suv,BLK,,Tuesday,N,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,7/9/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"LAURENTIAN PL E, OLD IRVING PL",Central,5050034.00,Night,Jeff Leiper,700,300,-75.7168963076308,45.395442288833
131,2019,CADILLAC,,Suv,BLK,,Thursday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,7/9/2019 5:00:00 AM,6/27/2019 5:00:00 AM,2019,"CAPITAL DR, MERIVALE RD",West,5050130.01,Afternoon,Sean Devine,1100,1300,-75.7182058024621,45.3243986936411
132,2017,LEXUS,,Suv,BLU,,Monday,N,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,7/9/2019 5:00:00 AM,7/8/2019 5:00:00 AM,2019,"CRESCENT HEIGHTS, DOW'S LAKE RD",Central,5050019.00,Afternoon,Shawn Menard,900,1700,-75.7004116923823,45.3969388349093
133,2019,HYUNDAI,ACCENT,Automobile,BLK,,Tuesday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,7/9/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"CORLEY PRIV, FAIRLEA CRES",East,5050001.01,Night,Jessica Bradley,100,100,-75.6419196534951,45.3755278362137
134,2016,VOLKSWAGEN,PASSAT,Automobile,WHI,,Tuesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,7/10/2019 5:00:00 AM,7/9/2019 5:00:00 AM,2019,"OLDFIELD ST, WATERBRIDGE DR",West,5050141.09,Evening,Wilson Lo,1000,2300,-75.7117356260242,45.2820425398303
135,2013,,,Atv (4 Wheeler),BLK,13000,Sunday,N,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,7/10/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"ALBION RD, KINGSDALE AVE",East,5050123.01,Afternoon,Jessica Bradley,1800,1400,-75.6371678834143,45.3436200647217
136,2009,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,WHI,,Thursday,Y,Orléans Queenswood Heights,Ward 2 - Orléans West-Innes,Sector 31,7/11/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"DU GRAND BOIS AVE, WOODHAVEN HGTS",East,5050170.05,Night,Laura Dudas,900,0,-75.4987903856198,45.4593922507758
137,2006,MINI,COOPER,Automobile,BGE,,Sunday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,7/11/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"RUSSELL RD S, ST. LAURENT BLVD",East,5050010.00,Evening,Marty Carr,1900,2300,-75.6215841625551,45.3998961960627
138,2011,FORD,SPECIAL,Suv,BLK,,Thursday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,7/11/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"LILLICO DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,1900,1800,-75.6675870364394,45.3464109261402
139,,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/12/2019 5:00:00 AM,6/23/2019 5:00:00 AM,2019,"LEITRIM RD, ALBION RD",East,5050126.03,,Steve Desroches,1500,,-75.623702363601,45.3203708830214
140,2004,ACURA,,Automobile,SIL,,Thursday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/12/2019 5:00:00 AM,7/11/2019 5:00:00 AM,2019,"ARGYLE AVE E, METCALFE ST",Central,5050037.00,Morning,Ariel Troster,700,1100,-75.6868877685531,45.4128070006599
141,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BRN,,Saturday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"SHORELINE DR, WILD SHORE CRES",East,5050126.05,Night,Steve Desroches,1000,0,-75.696659953518,45.2725314506676
142,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,GRY,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/13/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"SHORELINE DR, SCHOONER CRES E, SUGAR MAPLE DR E",East,5050126.05,Evening,Steve Desroches,1100,2300,-75.6914280814937,45.2736316534075
143,,,,Other,,,Saturday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"BYWARD MARKET, YORK ST",Central,5050054.00,Afternoon,Stéphanie Plante,1700,1400,-75.6930335076448,45.4280313204335
144,1999,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,,Saturday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/13/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"OTHELLO AVE, PLEASANT PARK RD",East,5050008.00,Night,Marty Carr,1000,200,-75.623219968279,45.3951878559095
145,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,46000,Saturday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/14/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"CLOVERLAWN CRES, ELMLEA DR",East,5050121.01,Evening,Tim Tierney,1200,2200,-75.6015382641885,45.4396672224782
146,2013,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,SIL,,Saturday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,7/14/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"PENDER ST, STARWOOD RD",West,5050133.00,Evening,Laine Johnson,1800,2000,-75.7435675708098,45.3571894800382
147,1934,FORD,DELUXE,Automobile,CRM,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,7/14/2019 5:00:00 AM,7/14/2019 5:00:00 AM,2019,MARKET PL:100m E OF RIOCAN,West,5050141.12,,David Hill,,,-75.7406496581606,45.2707533445267
148,2008,GENERAL MOTORS CORP.,SIERRA,Automobile,BLU,,Monday,Y,Westboro,Ward 16 - River,Sector 21,7/15/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"HIGHWAY 417, HWY 417 CARLING IC124R76",Central,5050025.00,Afternoon,Riley Brockington,1200,1200,-75.7436127811284,45.3806292909816
149,,,,Other,PNK,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,7/15/2019 5:00:00 AM,7/7/2019 5:00:00 AM,2019,"CAMERON AVE, RIVERDALE AVE",Central,5050016.00,Evening,Shawn Menard,1100,2200,-75.6789718178515,45.3920907497271
150,2010,FORD,,Van,WHI,7000,Friday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,7/15/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"FAIRLEA CRES, HEATHERINGTON RD N",East,5050001.01,Afternoon,Jessica Bradley,1700,1700,-75.6444112630567,45.3769608630897
151,2010,DODGE,CARAVAN,Automobile,BLU,10000,Sunday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,7/15/2019 5:00:00 AM,7/14/2019 5:00:00 AM,2019,"BRADLEY COLE PRIV, MOXLEY PRIV",East,5050001.07,Evening,Jessica Bradley,1100,2200,-75.613767262963,45.3688430299193
152,,,,Other,,,Friday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,7/15/2019 5:00:00 AM,7/12/2019 5:00:00 AM,2019,"HERITAGE MAPLE WAY, OLMSTEAD ST",Central,5050101.00,Afternoon,Stéphanie Plante,1000,1500,-75.6607161229113,45.4326505939018
153,2010,BMW,328IS,Automobile,,,Friday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,7/15/2019 5:00:00 AM,6/7/2019 5:00:00 AM,2019,"WISTERIA CRES, WISTERIA CRES",East,5050127.00,Afternoon,Jessica Bradley,1400,1400,-75.6706859004776,45.3419286626356
154,2008,PORSCHE,,Automobile,BLK,15000,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/17/2019 5:00:00 AM,7/16/2019 5:00:00 AM,2019,"MONARDIA WAY, WILLOW ASTER CIR",East,5050171.09,Evening,Catherine Kitts,1400,2200,-75.4927258316207,45.4395252444433
155,2013,SUBARU,CROSSTREK,Automobile,BGE,,Wednesday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/17/2019 5:00:00 AM,7/17/2019 5:00:00 AM,2019,"APPLETON DR, TAFT ST",East,5050122.02,Night,Tim Tierney,800,0,-75.6011804231134,45.4251676147624
156,2013,DODGE,AVENGER,Automobile,SIL,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/17/2019 5:00:00 AM,7/15/2019 5:00:00 AM,2019,"KENT ST, SLATER ST",Central,5050048.00,Afternoon,Ariel Troster,200,1200,-75.7018782775827,45.4184193780961
157,2013,INTERNATIONAL HARVESTER CO./ CUB CADET/ CUSTOM SCO,,Van,WHI,,Saturday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,7/17/2019 5:00:00 AM,7/13/2019 5:00:00 AM,2019,"MOJAVE CRES, CHEROKEE WAY",West,5050151.07,,Glen Gower,1700,,-75.9283020517184,45.2776082347991
